index,checking_status,months_duration,credit_history,purpose,credit_amount,savings_status,employment_since,installment_rate,personal_status_sex,other_debtors,residence_since,property,age,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,target
760,no checking account,15,critical account / other credits elsewhere,car (new),5045,unknown / none,≥ 7 years,1,female: divorced/separated/married,none,4,car or other (not in savings),59,none,own,1,skilled employee/official,1,"yes, registered",yes,0
761,< 0 DM,18,critical account / other credits elsewhere,furniture/equipment,2124,< 100 DM,1 ≤ ... < 4 years,4,female: divorced/separated/married,none,4,real estate,24,none,rent,2,skilled employee/official,1,none,yes,1
762,< 0 DM,12,existing credits paid duly till now,radio/television,2214,< 100 DM,1 ≤ ... < 4 years,4,male: single,none,3,building-soc savings / life insurance,24,none,own,1,unskilled - resident,1,none,yes,0
763,no checking account,21,critical account / other credits elsewhere,car (new),12680,unknown / none,≥ 7 years,4,male: single,none,4,unknown / none,30,none,for free,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,1
764,no checking account,24,critical account / other credits elsewhere,car (new),2463,100 ≤ ... < 500 DM,4 ≤ ... < 7 years,4,male: married/widowed,none,3,building-soc savings / life insurance,27,none,own,2,skilled employee/official,1,"yes, registered",yes,0
765,0 ≤ ... < 200 DM,12,existing credits paid duly till now,radio/television,1155,< 100 DM,≥ 7 years,3,male: married/widowed,guarantor,3,real estate,40,bank,own,2,unskilled - resident,1,none,yes,0
766,< 0 DM,30,existing credits paid duly till now,furniture/equipment,3108,< 100 DM,< 1 year,2,male: divorced/separated,none,4,building-soc savings / life insurance,31,none,own,1,unskilled - resident,1,none,yes,1
767,no checking account,10,existing credits paid duly till now,car (used),2901,unknown / none,< 1 year,1,female: divorced/separated/married,none,4,real estate,31,none,rent,1,skilled employee/official,1,none,yes,0
768,0 ≤ ... < 200 DM,12,critical account / other credits elsewhere,furniture/equipment,3617,< 100 DM,≥ 7 years,1,male: single,none,4,car or other (not in savings),28,none,rent,3,skilled employee/official,1,"yes, registered",yes,0
769,no checking account,12,critical account / other credits elsewhere,radio/television,1655,< 100 DM,≥ 7 years,2,male: single,none,4,real estate,63,none,own,2,unskilled - resident,1,"yes, registered",yes,0
770,< 0 DM,24,existing credits paid duly till now,car (used),2812,unknown / none,≥ 7 years,2,female: divorced/separated/married,none,4,real estate,26,none,rent,1,skilled employee/official,1,none,yes,0
771,< 0 DM,36,critical account / other credits elsewhere,education,8065,< 100 DM,1 ≤ ... < 4 years,3,female: divorced/separated/married,none,2,unknown / none,25,none,own,2,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,1
772,no checking account,21,critical account / other credits elsewhere,car (used),3275,< 100 DM,≥ 7 years,1,male: single,none,4,car or other (not in savings),36,none,own,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
773,no checking account,24,critical account / other credits elsewhere,radio/television,2223,100 ≤ ... < 500 DM,≥ 7 years,4,male: single,none,4,building-soc savings / life insurance,52,bank,own,2,skilled employee/official,1,none,yes,0
774,≥ 200 DM / salary assignment ≥ 1y,12,critical account / other credits elsewhere,car (new),1480,500 ≤ ... < 1000 DM,unemployed,2,male: single,none,4,unknown / none,66,bank,for free,3,unemployed/unskilled - non-resident,1,none,yes,0
775,< 0 DM,24,existing credits paid duly till now,car (new),1371,unknown / none,1 ≤ ... < 4 years,4,female: divorced/separated/married,none,4,real estate,25,none,rent,1,skilled employee/official,1,none,yes,1
776,no checking account,36,critical account / other credits elsewhere,car (new),3535,< 100 DM,4 ≤ ... < 7 years,4,male: single,none,4,car or other (not in savings),37,none,own,2,skilled employee/official,1,"yes, registered",yes,0
777,< 0 DM,18,existing credits paid duly till now,radio/television,3509,< 100 DM,4 ≤ ... < 7 years,4,female: divorced/separated/married,guarantor,1,real estate,25,none,own,1,skilled employee/official,1,none,yes,0
778,no checking account,36,critical account / other credits elsewhere,car (used),5711,≥ 1000 DM,≥ 7 years,4,male: single,none,2,car or other (not in savings),38,none,own,2,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
779,0 ≤ ... < 200 DM,18,existing credits paid duly till now,repairs,3872,< 100 DM,unemployed,2,female: divorced/separated/married,none,4,car or other (not in savings),67,none,own,1,skilled employee/official,1,"yes, registered",yes,0
780,0 ≤ ... < 200 DM,39,critical account / other credits elsewhere,radio/television,4933,< 100 DM,4 ≤ ... < 7 years,2,male: single,guarantor,2,real estate,25,none,own,2,skilled employee/official,1,none,yes,1
781,no checking account,24,critical account / other credits elsewhere,car (new),1940,≥ 1000 DM,≥ 7 years,4,male: single,none,4,real estate,60,none,own,1,skilled employee/official,1,"yes, registered",yes,0
782,0 ≤ ... < 200 DM,12,no credits / all paid duly,retraining,1410,< 100 DM,1 ≤ ... < 4 years,2,male: single,none,2,real estate,31,none,own,1,unskilled - resident,1,"yes, registered",yes,0
783,0 ≤ ... < 200 DM,12,existing credits paid duly till now,car (new),836,100 ≤ ... < 500 DM,< 1 year,4,female: divorced/separated/married,none,2,building-soc savings / life insurance,23,bank,own,1,unskilled - resident,1,none,yes,1
784,0 ≤ ... < 200 DM,20,existing credits paid duly till now,car (used),6468,unknown / none,unemployed,1,male: divorced/separated,none,4,real estate,60,none,own,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
785,0 ≤ ... < 200 DM,18,existing credits paid duly till now,business,1941,≥ 1000 DM,1 ≤ ... < 4 years,4,male: single,none,2,building-soc savings / life insurance,35,none,own,1,unskilled - resident,1,"yes, registered",yes,0
786,no checking account,22,existing credits paid duly till now,radio/television,2675,500 ≤ ... < 1000 DM,≥ 7 years,3,male: single,none,4,car or other (not in savings),40,none,own,1,skilled employee/official,1,none,yes,0
787,no checking account,48,critical account / other credits elsewhere,car (used),2751,unknown / none,≥ 7 years,4,male: single,none,3,car or other (not in savings),38,none,own,2,skilled employee/official,2,"yes, registered",yes,0
788,0 ≤ ... < 200 DM,48,delay in past,education,6224,< 100 DM,≥ 7 years,4,male: single,none,4,unknown / none,50,none,for free,1,skilled employee/official,1,none,yes,1
789,< 0 DM,40,critical account / other credits elsewhere,education,5998,< 100 DM,1 ≤ ... < 4 years,4,male: single,none,3,unknown / none,27,bank,own,1,skilled employee/official,1,"yes, registered",yes,1
790,0 ≤ ... < 200 DM,21,existing credits paid duly till now,business,1188,< 100 DM,≥ 7 years,2,female: divorced/separated/married,none,4,building-soc savings / life insurance,39,none,own,1,skilled employee/official,2,none,yes,1
791,no checking account,24,existing credits paid duly till now,car (used),6313,unknown / none,≥ 7 years,3,male: single,none,4,car or other (not in savings),41,none,own,1,management/self-employed/highly-qualified/officer,2,"yes, registered",yes,0
792,no checking account,6,critical account / other credits elsewhere,furniture/equipment,1221,unknown / none,1 ≤ ... < 4 years,1,male: married/widowed,none,2,building-soc savings / life insurance,27,none,own,2,skilled employee/official,1,none,yes,0
793,≥ 200 DM / salary assignment ≥ 1y,24,existing credits paid duly till now,furniture/equipment,2892,< 100 DM,≥ 7 years,3,male: divorced/separated,none,4,unknown / none,51,none,for free,1,skilled employee/official,1,none,yes,0
794,no checking account,24,existing credits paid duly till now,furniture/equipment,3062,500 ≤ ... < 1000 DM,≥ 7 years,4,male: single,none,3,unknown / none,32,none,rent,1,skilled employee/official,1,"yes, registered",yes,0
795,no checking account,9,existing credits paid duly till now,furniture/equipment,2301,100 ≤ ... < 500 DM,< 1 year,2,female: divorced/separated/married,none,4,building-soc savings / life insurance,22,none,rent,1,skilled employee/official,1,none,yes,0
796,< 0 DM,18,existing credits paid duly till now,car (used),7511,unknown / none,≥ 7 years,1,male: single,none,4,building-soc savings / life insurance,51,none,for free,1,skilled employee/official,2,"yes, registered",yes,1
797,no checking account,12,critical account / other credits elsewhere,furniture/equipment,1258,< 100 DM,< 1 year,2,female: divorced/separated/married,none,4,building-soc savings / life insurance,22,none,rent,2,unskilled - resident,1,none,yes,0
798,no checking account,24,delay in past,car (new),717,unknown / none,≥ 7 years,4,male: married/widowed,none,4,car or other (not in savings),54,none,own,2,skilled employee/official,1,"yes, registered",yes,0
799,0 ≤ ... < 200 DM,9,existing credits paid duly till now,car (new),1549,unknown / none,< 1 year,4,male: single,none,2,real estate,35,none,own,1,unemployed/unskilled - non-resident,1,none,yes,0
800,no checking account,24,critical account / other credits elsewhere,education,1597,< 100 DM,≥ 7 years,4,male: single,none,4,unknown / none,54,none,for free,2,skilled employee/official,2,none,yes,0
801,0 ≤ ... < 200 DM,18,critical account / other credits elsewhere,radio/television,1795,< 100 DM,≥ 7 years,3,female: divorced/separated/married,guarantor,4,real estate,48,bank,rent,2,unskilled - resident,1,"yes, registered",yes,0
802,< 0 DM,20,critical account / other credits elsewhere,furniture/equipment,4272,< 100 DM,≥ 7 years,1,female: divorced/separated/married,none,4,building-soc savings / life insurance,24,none,own,2,skilled employee/official,1,none,yes,0
803,no checking account,12,critical account / other credits elsewhere,radio/television,976,unknown / none,≥ 7 years,4,male: single,none,4,car or other (not in savings),35,none,own,2,skilled employee/official,1,none,yes,0
804,0 ≤ ... < 200 DM,12,existing credits paid duly till now,car (new),7472,unknown / none,unemployed,1,female: divorced/separated/married,none,2,real estate,24,none,rent,1,unemployed/unskilled - non-resident,1,none,yes,0
805,< 0 DM,36,existing credits paid duly till now,car (new),9271,< 100 DM,4 ≤ ... < 7 years,2,male: single,none,1,car or other (not in savings),24,none,own,1,skilled employee/official,1,"yes, registered",yes,1
806,0 ≤ ... < 200 DM,6,existing credits paid duly till now,radio/television,590,< 100 DM,< 1 year,3,male: married/widowed,none,3,real estate,26,none,own,1,unskilled - resident,1,none,no,0
807,no checking account,12,critical account / other credits elsewhere,radio/television,930,unknown / none,≥ 7 years,4,male: single,none,4,real estate,65,none,own,4,skilled employee/official,1,none,yes,0
808,0 ≤ ... < 200 DM,42,all credits at this bank paid duly,car (used),9283,< 100 DM,unemployed,1,male: single,none,2,unknown / none,55,bank,for free,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
809,0 ≤ ... < 200 DM,15,no credits / all paid duly,car (new),1778,< 100 DM,< 1 year,2,female: divorced/separated/married,none,1,real estate,26,none,rent,2,unemployed/unskilled - non-resident,1,none,yes,1
810,0 ≤ ... < 200 DM,8,existing credits paid duly till now,business,907,< 100 DM,< 1 year,3,male: married/widowed,none,2,real estate,26,none,own,1,skilled employee/official,1,"yes, registered",yes,0
811,0 ≤ ... < 200 DM,6,existing credits paid duly till now,radio/television,484,< 100 DM,4 ≤ ... < 7 years,3,male: married/widowed,guarantor,3,real estate,28,bank,own,1,unskilled - resident,1,none,yes,0
812,< 0 DM,36,critical account / other credits elsewhere,car (used),9629,< 100 DM,4 ≤ ... < 7 years,4,male: single,none,4,car or other (not in savings),24,none,own,2,skilled employee/official,1,"yes, registered",yes,1
813,< 0 DM,48,existing credits paid duly till now,domestic appliances,3051,< 100 DM,1 ≤ ... < 4 years,3,male: single,none,4,car or other (not in savings),54,none,own,1,skilled employee/official,1,none,yes,1
814,< 0 DM,48,existing credits paid duly till now,car (new),3931,< 100 DM,4 ≤ ... < 7 years,4,male: single,none,4,unknown / none,46,none,for free,1,skilled employee/official,2,none,yes,1
815,0 ≤ ... < 200 DM,36,delay in past,car (new),7432,< 100 DM,1 ≤ ... < 4 years,2,female: divorced/separated/married,none,2,building-soc savings / life insurance,54,none,rent,1,skilled employee/official,1,none,yes,0
816,no checking account,6,existing credits paid duly till now,domestic appliances,1338,500 ≤ ... < 1000 DM,1 ≤ ... < 4 years,1,male: divorced/separated,none,4,real estate,62,none,own,1,skilled employee/official,1,none,yes,0
817,no checking account,6,critical account / other credits elsewhere,radio/television,1554,< 100 DM,4 ≤ ... < 7 years,1,female: divorced/separated/married,none,2,car or other (not in savings),24,none,rent,2,skilled employee/official,1,"yes, registered",yes,0
818,< 0 DM,36,existing credits paid duly till now,others,15857,< 100 DM,unemployed,2,male: divorced/separated,co-applicant,3,car or other (not in savings),43,none,own,1,management/self-employed/highly-qualified/officer,1,none,yes,0
819,< 0 DM,18,existing credits paid duly till now,radio/television,1345,< 100 DM,1 ≤ ... < 4 years,4,male: married/widowed,none,3,real estate,26,bank,own,1,skilled employee/official,1,none,yes,1
820,no checking account,12,existing credits paid duly till now,car (new),1101,< 100 DM,1 ≤ ... < 4 years,3,male: married/widowed,none,2,real estate,27,none,own,2,skilled employee/official,1,"yes, registered",yes,0
821,≥ 200 DM / salary assignment ≥ 1y,12,existing credits paid duly till now,radio/television,3016,< 100 DM,1 ≤ ... < 4 years,3,male: married/widowed,none,1,car or other (not in savings),24,none,own,1,skilled employee/official,1,none,yes,0
822,< 0 DM,36,existing credits paid duly till now,furniture/equipment,2712,< 100 DM,≥ 7 years,2,male: single,none,2,building-soc savings / life insurance,41,bank,own,1,skilled employee/official,2,none,yes,1
823,< 0 DM,8,critical account / other credits elsewhere,car (new),731,< 100 DM,≥ 7 years,4,male: single,none,4,real estate,47,none,own,2,unskilled - resident,1,none,yes,0
824,no checking account,18,critical account / other credits elsewhere,furniture/equipment,3780,< 100 DM,< 1 year,3,male: divorced/separated,none,2,car or other (not in savings),35,none,own,2,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
825,< 0 DM,21,critical account / other credits elsewhere,car (new),1602,< 100 DM,≥ 7 years,4,male: married/widowed,none,3,car or other (not in savings),30,none,own,2,skilled employee/official,1,"yes, registered",yes,0
826,< 0 DM,18,critical account / other credits elsewhere,car (new),3966,< 100 DM,≥ 7 years,1,female: divorced/separated/married,none,4,real estate,33,bank,rent,3,skilled employee/official,1,"yes, registered",yes,1
827,no checking account,18,no credits / all paid duly,business,4165,< 100 DM,1 ≤ ... < 4 years,2,male: single,none,2,car or other (not in savings),36,stores,own,2,skilled employee/official,2,none,yes,1
828,< 0 DM,36,existing credits paid duly till now,car (used),8335,unknown / none,≥ 7 years,3,male: single,none,4,unknown / none,47,none,for free,1,skilled employee/official,1,none,yes,1
829,0 ≤ ... < 200 DM,48,delay in past,business,6681,unknown / none,1 ≤ ... < 4 years,4,male: single,none,4,unknown / none,38,none,for free,1,skilled employee/official,2,"yes, registered",yes,0
830,no checking account,24,delay in past,business,2375,500 ≤ ... < 1000 DM,1 ≤ ... < 4 years,4,male: single,none,2,car or other (not in savings),44,none,own,2,skilled employee/official,2,"yes, registered",yes,0
831,< 0 DM,18,existing credits paid duly till now,car (new),1216,< 100 DM,< 1 year,4,female: divorced/separated/married,none,3,car or other (not in savings),23,none,rent,1,skilled employee/official,1,"yes, registered",yes,1
832,< 0 DM,45,no credits / all paid duly,business,11816,< 100 DM,≥ 7 years,2,male: single,none,4,car or other (not in savings),29,none,rent,2,skilled employee/official,1,none,yes,1
833,0 ≤ ... < 200 DM,24,existing credits paid duly till now,radio/television,5084,unknown / none,≥ 7 years,2,female: divorced/separated/married,none,4,car or other (not in savings),42,none,own,1,skilled employee/official,1,"yes, registered",yes,0
834,≥ 200 DM / salary assignment ≥ 1y,15,existing credits paid duly till now,radio/television,2327,< 100 DM,< 1 year,2,female: divorced/separated/married,none,3,real estate,25,none,own,1,unskilled - resident,1,none,yes,1
835,< 0 DM,12,no credits / all paid duly,car (new),1082,< 100 DM,1 ≤ ... < 4 years,4,male: single,none,4,car or other (not in savings),48,bank,own,2,skilled employee/official,1,none,yes,1
836,no checking account,12,existing credits paid duly till now,radio/television,886,unknown / none,1 ≤ ... < 4 years,4,female: divorced/separated/married,none,2,car or other (not in savings),21,none,own,1,skilled employee/official,1,none,yes,0
837,no checking account,4,existing credits paid duly till now,furniture/equipment,601,< 100 DM,< 1 year,1,female: divorced/separated/married,none,3,real estate,23,none,rent,1,unskilled - resident,2,none,yes,0
838,< 0 DM,24,critical account / other credits elsewhere,car (used),2957,< 100 DM,≥ 7 years,4,male: single,none,4,building-soc savings / life insurance,63,none,own,2,skilled employee/official,1,"yes, registered",yes,0
839,no checking account,24,critical account / other credits elsewhere,radio/television,2611,< 100 DM,≥ 7 years,4,male: married/widowed,co-applicant,3,real estate,46,none,own,2,skilled employee/official,1,none,yes,0
840,< 0 DM,36,existing credits paid duly till now,furniture/equipment,5179,< 100 DM,4 ≤ ... < 7 years,4,male: single,none,2,building-soc savings / life insurance,29,none,own,1,skilled employee/official,1,none,yes,1
841,no checking account,21,delay in past,car (used),2993,< 100 DM,1 ≤ ... < 4 years,3,male: single,none,2,real estate,28,stores,own,2,unskilled - resident,1,none,yes,0
842,no checking account,18,existing credits paid duly till now,repairs,1943,< 100 DM,< 1 year,4,female: divorced/separated/married,none,4,real estate,23,none,own,1,skilled employee/official,1,none,yes,1
843,no checking account,24,all credits at this bank paid duly,business,1559,< 100 DM,4 ≤ ... < 7 years,4,male: single,none,4,car or other (not in savings),50,bank,own,1,skilled employee/official,1,"yes, registered",yes,0
844,no checking account,18,existing credits paid duly till now,furniture/equipment,3422,< 100 DM,≥ 7 years,4,male: single,none,4,building-soc savings / life insurance,47,bank,own,3,skilled employee/official,2,"yes, registered",yes,0
845,0 ≤ ... < 200 DM,21,existing credits paid duly till now,furniture/equipment,3976,unknown / none,4 ≤ ... < 7 years,2,male: single,none,3,car or other (not in savings),35,none,own,1,skilled employee/official,1,"yes, registered",yes,0
846,no checking account,18,existing credits paid duly till now,car (new),6761,unknown / none,1 ≤ ... < 4 years,2,male: single,none,4,car or other (not in savings),68,none,rent,2,skilled employee/official,1,none,yes,1
847,no checking account,24,existing credits paid duly till now,car (new),1249,< 100 DM,< 1 year,4,male: married/widowed,none,2,real estate,28,none,own,1,skilled employee/official,1,none,yes,0
848,< 0 DM,9,existing credits paid duly till now,radio/television,1364,< 100 DM,4 ≤ ... < 7 years,3,male: single,none,4,real estate,59,none,own,1,skilled employee/official,1,none,yes,0
849,< 0 DM,12,existing credits paid duly till now,radio/television,709,< 100 DM,≥ 7 years,4,male: single,none,4,real estate,57,stores,own,1,unskilled - resident,1,none,yes,1
850,< 0 DM,20,critical account / other credits elsewhere,car (new),2235,< 100 DM,1 ≤ ... < 4 years,4,male: married/widowed,guarantor,2,building-soc savings / life insurance,33,bank,rent,2,skilled employee/official,1,none,no,1
851,no checking account,24,critical account / other credits elsewhere,car (used),4042,unknown / none,4 ≤ ... < 7 years,3,male: single,none,4,building-soc savings / life insurance,43,none,own,2,skilled employee/official,1,"yes, registered",yes,0
852,no checking account,15,critical account / other credits elsewhere,radio/television,1471,< 100 DM,1 ≤ ... < 4 years,4,male: single,none,4,unknown / none,35,none,for free,2,skilled employee/official,1,"yes, registered",yes,0
853,< 0 DM,18,all credits at this bank paid duly,car (new),1442,< 100 DM,4 ≤ ... < 7 years,4,male: single,none,4,unknown / none,32,none,for free,2,unskilled - resident,2,none,yes,1
854,no checking account,36,delay in past,car (new),10875,< 100 DM,≥ 7 years,2,male: single,none,2,car or other (not in savings),45,none,own,2,skilled employee/official,2,"yes, registered",yes,0
855,no checking account,24,existing credits paid duly till now,car (new),1474,100 ≤ ... < 500 DM,< 1 year,4,male: married/widowed,none,3,real estate,33,none,own,1,skilled employee/official,1,"yes, registered",yes,0
856,no checking account,10,existing credits paid duly till now,retraining,894,unknown / none,4 ≤ ... < 7 years,4,female: divorced/separated/married,none,3,building-soc savings / life insurance,40,none,own,1,skilled employee/official,1,"yes, registered",yes,0
857,no checking account,15,critical account / other credits elsewhere,furniture/equipment,3343,< 100 DM,1 ≤ ... < 4 years,4,male: single,none,2,unknown / none,28,none,for free,1,skilled employee/official,1,"yes, registered",yes,0
858,< 0 DM,15,existing credits paid duly till now,car (new),3959,< 100 DM,1 ≤ ... < 4 years,3,female: divorced/separated/married,none,2,building-soc savings / life insurance,29,none,own,1,skilled employee/official,1,"yes, registered",yes,1
859,no checking account,9,existing credits paid duly till now,car (new),3577,100 ≤ ... < 500 DM,1 ≤ ... < 4 years,1,male: single,guarantor,2,real estate,26,none,rent,1,skilled employee/official,2,none,no,0
860,no checking account,24,critical account / other credits elsewhere,car (used),5804,≥ 1000 DM,1 ≤ ... < 4 years,4,male: single,none,2,real estate,27,none,own,2,skilled employee/official,1,none,yes,0
861,no checking account,18,delay in past,business,2169,< 100 DM,1 ≤ ... < 4 years,4,male: married/widowed,none,2,car or other (not in savings),28,none,own,1,skilled employee/official,1,"yes, registered",yes,1
862,< 0 DM,24,existing credits paid duly till now,radio/television,2439,< 100 DM,< 1 year,4,female: divorced/separated/married,none,4,real estate,35,none,own,1,skilled employee/official,1,"yes, registered",yes,1
863,no checking account,27,critical account / other credits elsewhere,furniture/equipment,4526,≥ 1000 DM,< 1 year,4,male: single,none,2,real estate,32,stores,own,2,unskilled - resident,2,"yes, registered",yes,0
864,no checking account,10,existing credits paid duly till now,furniture/equipment,2210,< 100 DM,1 ≤ ... < 4 years,2,male: single,none,2,real estate,25,bank,rent,1,unskilled - resident,1,none,yes,1
865,no checking account,15,existing credits paid duly till now,furniture/equipment,2221,500 ≤ ... < 1000 DM,1 ≤ ... < 4 years,2,female: divorced/separated/married,none,4,car or other (not in savings),20,none,rent,1,skilled employee/official,1,none,yes,0
866,< 0 DM,18,existing credits paid duly till now,radio/television,2389,< 100 DM,< 1 year,4,female: divorced/separated/married,none,1,car or other (not in savings),27,stores,own,1,skilled employee/official,1,none,yes,0
867,no checking account,12,critical account / other credits elsewhere,furniture/equipment,3331,< 100 DM,≥ 7 years,2,male: single,none,4,building-soc savings / life insurance,42,stores,own,1,skilled employee/official,1,none,yes,0
868,no checking account,36,existing credits paid duly till now,business,7409,unknown / none,≥ 7 years,3,male: single,none,2,building-soc savings / life insurance,37,none,own,2,skilled employee/official,1,none,yes,0
869,< 0 DM,12,existing credits paid duly till now,furniture/equipment,652,< 100 DM,≥ 7 years,4,female: divorced/separated/married,none,4,building-soc savings / life insurance,24,none,rent,1,skilled employee/official,1,none,yes,0
870,no checking account,36,delay in past,furniture/equipment,7678,500 ≤ ... < 1000 DM,4 ≤ ... < 7 years,2,female: divorced/separated/married,none,4,car or other (not in savings),40,none,own,2,skilled employee/official,1,"yes, registered",yes,0
871,≥ 200 DM / salary assignment ≥ 1y,6,critical account / other credits elsewhere,car (new),1343,< 100 DM,≥ 7 years,1,male: single,none,4,real estate,46,none,own,2,skilled employee/official,2,none,no,0
872,< 0 DM,24,critical account / other credits elsewhere,business,1382,100 ≤ ... < 500 DM,4 ≤ ... < 7 years,4,male: single,none,1,real estate,26,none,own,2,skilled employee/official,1,"yes, registered",yes,0
873,no checking account,15,existing credits paid duly till now,domestic appliances,874,unknown / none,< 1 year,4,female: divorced/separated/married,none,1,real estate,24,none,own,1,skilled employee/official,1,none,yes,0
874,< 0 DM,12,existing credits paid duly till now,furniture/equipment,3590,< 100 DM,1 ≤ ... < 4 years,2,male: single,co-applicant,2,building-soc savings / life insurance,29,none,own,1,unskilled - resident,2,none,yes,0
875,0 ≤ ... < 200 DM,11,critical account / other credits elsewhere,car (new),1322,≥ 1000 DM,1 ≤ ... < 4 years,4,female: divorced/separated/married,none,4,car or other (not in savings),40,none,own,2,skilled employee/official,1,none,yes,0
876,< 0 DM,18,all credits at this bank paid duly,radio/television,1940,< 100 DM,< 1 year,3,male: single,co-applicant,4,unknown / none,36,bank,for free,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
877,no checking account,36,existing credits paid duly till now,radio/television,3595,< 100 DM,≥ 7 years,4,male: single,none,2,car or other (not in savings),28,none,own,1,skilled employee/official,1,none,yes,0
878,< 0 DM,9,existing credits paid duly till now,car (new),1422,< 100 DM,< 1 year,3,male: single,none,2,unknown / none,27,none,for free,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,1
879,no checking account,30,critical account / other credits elsewhere,radio/television,6742,unknown / none,4 ≤ ... < 7 years,2,male: single,none,3,building-soc savings / life insurance,36,none,own,2,skilled employee/official,1,none,yes,0
880,no checking account,24,existing credits paid duly till now,car (used),7814,< 100 DM,4 ≤ ... < 7 years,3,male: single,none,3,car or other (not in savings),38,none,own,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
881,no checking account,24,existing credits paid duly till now,car (used),9277,unknown / none,1 ≤ ... < 4 years,2,male: divorced/separated,none,4,unknown / none,48,none,for free,1,skilled employee/official,1,"yes, registered",yes,0
882,0 ≤ ... < 200 DM,30,critical account / other credits elsewhere,car (new),2181,unknown / none,≥ 7 years,4,male: single,none,4,real estate,36,none,own,2,skilled employee/official,1,none,yes,0
883,no checking account,18,critical account / other credits elsewhere,radio/television,1098,< 100 DM,unemployed,4,female: divorced/separated/married,none,4,car or other (not in savings),65,none,own,2,unemployed/unskilled - non-resident,1,none,yes,0
884,0 ≤ ... < 200 DM,24,existing credits paid duly till now,furniture/equipment,4057,< 100 DM,4 ≤ ... < 7 years,3,male: divorced/separated,none,3,car or other (not in savings),43,none,own,1,skilled employee/official,1,"yes, registered",yes,1
885,< 0 DM,12,existing credits paid duly till now,education,795,< 100 DM,< 1 year,4,female: divorced/separated/married,none,4,building-soc savings / life insurance,53,none,own,1,skilled employee/official,1,none,yes,1
886,0 ≤ ... < 200 DM,24,critical account / other credits elsewhere,business,2825,unknown / none,4 ≤ ... < 7 years,4,male: single,none,3,unknown / none,34,none,own,2,skilled employee/official,2,"yes, registered",yes,0
887,0 ≤ ... < 200 DM,48,existing credits paid duly till now,business,15672,< 100 DM,1 ≤ ... < 4 years,2,male: single,none,2,car or other (not in savings),23,none,own,1,skilled employee/official,1,"yes, registered",yes,1
888,no checking account,36,critical account / other credits elsewhere,car (new),6614,< 100 DM,≥ 7 years,4,male: single,none,4,car or other (not in savings),34,none,own,2,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
889,no checking account,28,all credits at this bank paid duly,car (used),7824,unknown / none,< 1 year,3,male: single,guarantor,4,real estate,40,bank,rent,2,skilled employee/official,2,"yes, registered",yes,0
890,< 0 DM,27,critical account / other credits elsewhere,business,2442,< 100 DM,≥ 7 years,4,male: single,none,4,car or other (not in savings),43,stores,own,4,management/self-employed/highly-qualified/officer,2,"yes, registered",yes,0
891,no checking account,15,critical account / other credits elsewhere,radio/television,1829,< 100 DM,≥ 7 years,4,male: single,none,4,car or other (not in savings),46,none,own,2,skilled employee/official,1,"yes, registered",yes,0
892,< 0 DM,12,critical account / other credits elsewhere,car (new),2171,< 100 DM,1 ≤ ... < 4 years,4,male: single,none,4,building-soc savings / life insurance,38,bank,own,2,unskilled - resident,1,none,no,0
893,0 ≤ ... < 200 DM,36,critical account / other credits elsewhere,car (used),5800,< 100 DM,1 ≤ ... < 4 years,3,male: single,none,4,car or other (not in savings),34,none,own,2,skilled employee/official,1,"yes, registered",yes,0
894,no checking account,18,critical account / other credits elsewhere,radio/television,1169,unknown / none,1 ≤ ... < 4 years,4,male: single,none,3,building-soc savings / life insurance,29,none,own,2,skilled employee/official,1,"yes, registered",yes,0
895,no checking account,36,delay in past,car (used),8947,unknown / none,4 ≤ ... < 7 years,3,male: single,none,2,car or other (not in savings),31,stores,own,1,management/self-employed/highly-qualified/officer,2,"yes, registered",yes,0
896,< 0 DM,21,existing credits paid duly till now,radio/television,2606,< 100 DM,< 1 year,4,female: divorced/separated/married,none,4,building-soc savings / life insurance,28,none,rent,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
897,no checking account,12,critical account / other credits elsewhere,furniture/equipment,1592,≥ 1000 DM,4 ≤ ... < 7 years,3,female: divorced/separated/married,none,2,building-soc savings / life insurance,35,none,own,1,skilled employee/official,1,none,no,0
898,no checking account,15,existing credits paid duly till now,furniture/equipment,2186,unknown / none,4 ≤ ... < 7 years,1,female: divorced/separated/married,none,4,real estate,33,bank,rent,1,unskilled - resident,1,none,yes,0
899,< 0 DM,18,existing credits paid duly till now,furniture/equipment,4153,< 100 DM,1 ≤ ... < 4 years,2,male: single,co-applicant,3,car or other (not in savings),42,none,own,1,skilled employee/official,1,none,yes,1
